Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2020-02-12,75.41139221191406,75.49431637909942,74.91680229151416,75.27383690022886,31042000
2020-02-13,75.15116882324219,75.77486540861928,74.68487960808152,74.98282764946256,22914000
2020-02-14,75.41634368896484,75.48189347519363,74.76185358549893,75.20778307563144,23198000
2020-02-18,75.45159912109375,76.00379033131755,75.03298520442388,75.19834857469563,25642000
2020-02-19,75.72123718261719,76.01272951679007,75.52807331271677,75.83694001450749,22746000
2020-02-20,75.32994079589844,75.83048626235644,74.69779566759601,75.43024689467184,25962000
2020-02-21,73.66492462158203,75.03001360117807,73.41812977284052,74.71369096599916,42520000
2020-02-24,70.5067138671875,71.32705999683778,69.85769434365108,70.6651214576265,49560000
2020-02-25,68.84119415283203,71.35038478690109,68.54821669209058,71.0598926260904,51580000
2020-02-26,69.04727172851562,70.19932951834674,68.35604008547062,69.27122908358415,49776000
2020-02-27,65.29713439941406,68.00098920954161,65.26187799484646,67.49150271843352,62290000
2020-02-28,66.50381469726562,66.66271477222554,62.97614362297551,63.279054704787185,80198000
2020-03-02,68.84119415283203,68.89829543416829,65.80612769225289,67.10665938377004,55430000
2020-03-03,66.4278335571289,69.92719618427,66.00673437386882,69.40529839669307,56602000
2020-03-04,68.60681915283203,68.66541313679936,66.39209082387919,67.48256934329274,47598000
2020-03-05,65.28770446777344,67.21789611582923,64.63619971791267,66.81665653912074,54380000
2020-03-06,64.34321594238281,64.69130946412695,62.42991012561368,63.06254774883927,64640000
2020-03-09,60.37310028076172,62.20744866995912,59.491678793315025,59.83530940093405,69252000
2020-03-10,63.32176208496094,63.35552958358922,60.309536783505585,62.28988142761889,54872000
2020-03-11,60.13027572631836,62.41601307418606,59.149044380653855,61.98598038056029,54732000
2020-03-12,55.19680404663086,59.03036438398447,55.04385958424716,55.746513797893854,94326000
2020-03-13,60.29762268066406,60.304078399115795,55.23354724050497,58.347075086419736,79400000
2020-03-16,53.282508850097656,56.88118556909071,52.9885349713361,54.107317834506155,96520000
2020-03-17,55.520076751708984,55.91435675345226,52.09569672522994,54.15846940339358,83194000
2020-03-18,54.18577575683594,54.87104797762396,51.494832347256526,52.63397869009644,93044000
2020-03-19,55.20276641845703,57.23574584400047,52.415987080198555,54.03829715284141,74064000
2020-03-20,53.044647216796875,56.534080583243956,52.741239806771596,56.15767505901044,82878000
2020-03-23,52.3454704284668,52.98009332639704,50.09797110911301,52.4567027625557,83672000
2020-03-24,56.11348342895508,56.278346728286216,53.94940826263607,54.820900000657495,72468000
2020-03-25,54.703704833984375,56.91594391981893,53.779578586585835,55.84384002725429,90324000
2020-03-26,57.747711181640625,58.17278085954438,54.22749185912014,55.35421936182012,76562000
2020-03-27,55.13274383544922,57.15827471437064,54.8218881164996,55.987349858557536,62794000
2020-03-30,56.92289352416992,57.155788104039814,54.548272761585835,56.24407702996615,58736000
2020-03-31,57.69953918457031,58.26811596366001,56.446678999724746,57.04306764962275,65228000
2020-04-01,54.727535247802734,56.08417939198455,54.299984103804036,55.815035808554676,51970000
2020-04-02,55.46892547607422,55.75395831834769,54.282111383746546,54.623256692650074,56410000
2020-04-03,54.2607536315918,55.55631850299663,53.385791673504606,55.35371730864713,51374000
2020-04-06,58.75426483154297,59.12967394143152,55.86469442701292,56.26195599169851,63320000
2020-04-07,58.722984313964844,60.62089746753243,58.45930381065888,60.43368540886974,61620000
2020-04-08,59.93661117553711,60.3289059468666,58.79200545437825,59.74294719569394,40334000
2020-04-09,59.915260314941406,60.680979023435626,59.2126060981998,60.4917855481778,54028000
2020-04-13,60.10594177246094,60.3100356670181,58.711559676495355,59.663493971680225,38702000
2020-04-14,62.82817077636719,63.350564947040326,61.00623363759853,61.573821626847455,63358000
2020-04-15,62.434391021728516,63.31879042466128,61.277370091820224,61.89858528935915,42236000
2020-04-16,62.44084548950195,63.23189083341399,61.48593322990956,62.92302028028074,57896000
2020-04-17,63.5119514465332,64.05818325924749,62.866402347873645,63.64602504685049,51050000
2020-04-20,62.62556838989258,63.40370224725439,62.39168118173137,63.05957530501891,35292000
2020-04-21,60.19284439086914,62.07188272751854,59.83729494932787,61.709881356272376,49648000
2020-04-22,62.489505767822266,63.55565024230453,61.4362689416713,61.63042922031265,46296000
2020-04-23,63.12313461303711,63.96632194128163,62.594781016508605,62.853494700717256,34202000
2020-04-24,63.39277648925781,63.44789635340978,61.773940668732926,62.320172498657115,37402000
2020-04-27,63.10773849487305,64.2617815012073,62.81972404558168,64.15749740277272,44186000
2020-04-28,61.20734786987305,63.79797764528471,61.09760444603932,63.72051660190071,80700000
2020-04-29,66.6493148803711,67.54165883951754,65.88210729515733,66.78934790045282,108358000
2020-04-30,66.87377166748047,67.03764236919471,65.62240022165767,66.11202711739323,55842000
2020-05-01,65.4148178100586,67.10864053609349,65.03444570950143,65.75100006817652,48872000
2020-05-04,65.69190979003906,65.76987849801317,64.35662178892676,64.95847353570845,30806000
2020-05-05,66.98896026611328,68.08093128907053,66.29425835464866,66.41690941525768,39666000
2020-05-06,66.81069946289062,67.96573507924788,66.79580281692043,67.43489620672509,31732000
2020-05-07,67.99502563476562,68.32873019206323,67.16376099800789,67.59925677309654,30652000
2020-05-08,68.74288177490234,69.35366703992099,68.13060381431362,68.61774539246635,33326000
2020-05-11,69.69877624511719,70.29168699319136,68.30390161747533,68.36795870966984,32718000
2020-05-12,68.28801727294922,70.23210545562377,68.25474607445942,69.92870182776481,33918000
2020-05-13,66.95470428466797,68.79203814843098,65.9456648705068,68.3366751009286,40368000
2020-05-14,67.37828063964844,67.4036034198164,65.71177347406983,66.21927472185273,36660000
2020-05-15,68.1827392578125,68.25821509516415,66.49140158987903,66.95123515491863,41544000
2020-05-18,68.78459930419922,69.16100108573535,67.24620591288222,67.61268164695454,47094000
2020-05-19,68.2492904663086,69.147590192923,68.21751195986072,68.79949658629087,31586000
2020-05-20,69.9753646850586,70.11788298668955,68.8958126076026,68.98221465946594,38262000
2020-05-21,69.85569763183594,70.337868556823,69.24192704274618,70.06624345555898,30894000
2020-05-22,70.17797088623047,70.36467903297583,69.31939073428819,69.71416696713506,28544000
2020-05-26,70.58169555664062,71.76056896954258,70.48387474228068,71.60414659218806,44590000
2020-05-27,70.5275650024414,70.77933044570575,69.25236359877518,70.51366096089717,31684000
2020-05-28,70.42626190185547,71.72827870282323,69.47482393143548,69.52050647162248,35170000
2020-05-29,71.18502044677734,71.3444205942367,70.31402900548571,70.535000935911,37044000
2020-06-01,71.25205993652344,71.58526438280663,70.62687065027382,70.7967045208592,25162000
2020-06-02,71.62152099609375,71.65578479748356,70.59360695439943,71.25852322228091,23442000
2020-06-03,71.46957397460938,71.9542302498002,71.09068692452351,71.64089299313672,27732000
2020-06-04,70.2306137084961,71.572365163048,69.81895555154722,71.34691509398992,26982000
2020-06-05,71.50780487060547,71.81965699433553,69.8988988668523,70.29715305504027,42642000
2020-06-08,71.90605926513672,71.9537270182775,70.73612696690151,70.82551442260042,33878000
2020-06-09,72.10667419433594,72.88729335135558,71.62400313135672,71.76702155043542,33624000
2020-06-10,72.73335266113281,73.13408456859595,72.21989572507418,72.57494508918839,31762000
2020-06-11,69.61485290527344,72.08283134805066,69.44154870912836,71.55794816007574,47144000
2020-06-12,70.16209411621094,71.23419808106286,68.81537962995735,70.8046578832885,36676000
2020-06-15,70.55039978027344,70.76193818640867,68.88488527437143,68.99860289022061,30468000
2020-06-16,71.82808685302734,72.35941817217935,70.96007319234404,71.95371572332012,30648000
2020-06-17,72.1295166015625,72.60920983291969,71.2649807086044,72.14938384823937,30610000
2020-06-18,71.21482849121094,72.15086981349691,70.82352252928263,71.99594014241761,34862000
2020-06-19,70.74407958984375,71.73027401225617,70.46400595064995,71.50681672541624,52784000
2020-06-22,72.03616333007812,72.05056746369593,70.47344743240869,70.76245451523369,29442000
2020-06-23,72.69759368896484,73.25475551732394,71.75509670337894,72.10269773253596,37752000
2020-06-24,71.14431762695312,73.2840550326423,71.01024022660584,72.66284363578038,31592000
2020-06-25,71.56143188476562,71.62201107158246,70.49081315049759,71.07081245432276,23958000
2020-06-26,67.66033935546875,71.3588295538996,67.2859228390437,71.14083539885146,97640000
2020-06-29,69.37997436523438,69.42119397415527,67.11956375249905,67.55108911052362,45074000
2020-06-30,70.41682434082031,70.71228711438161,68.87148296157532,69.36558030991503,40286000
2020-07-01,71.60612487792969,71.92791062096299,70.22465415984608,70.4724491856165,42182000
2020-07-02,72.9930648803711,73.91620239471897,72.05652341416425,72.09476521463468,57218000
2020-07-06,74.46887969970703,74.98283672357624,73.34314484733716,73.89782139127526,44712000
2020-07-07,73.9857177734375,75.54496324835658,73.97479154544571,74.29409199452601,42364000
2020-07-08,74.66502380371094,75.04093299056807,74.10389158017398,74.5259833977762,31766000
2020-07-09,75.41287231445312,75.9332850768622,74.26727774875336,74.97936170940798,41836000
2020-07-10,76.42340850830078,76.53911136062698,74.52202496840695,75.14422899077879,35918000
2020-07-13,75.09357452392578,78.2781076228488,74.81201579568408,76.9661571516268,42954000
2020-07-14,75.5221176147461,75.6184533024254,73.78758272277796,74.12823553437825,38108000
2020-07-15,75.3244857788086,76.29032041143122,74.37851081631317,75.63980824059549,31026000
2020-07-16,75.2271499633789,75.27631040859266,73.90377320654089,74.56074103049501,26484000
2020-07-17,75.32298278808594,75.64973152438543,74.3919045997298,75.3259606016278,34264000
2020-07-20,77.65640258789062,77.91313106864892,74.62034318261358,75.23112844043321,30166000
2020-07-21,77.26310729980469,78.80894879349559,77.09923661453773,78.70864268855435,27486000
2020-07-22,77.70655059814453,77.81231981573042,76.6329540174062,77.25268025403719,24482000
2020-07-23,75.31803131103516,77.97967420323847,74.9128212932164,77.76018733787036,33910000
2020-07-24,74.89395141601562,75.25247869252917,73.87001533571343,74.44604426009818,29902000
2020-07-27,75.94768524169922,76.35140257246336,75.09854602904528,75.14472866696514,27124000
2020-07-28,74.66751098632812,75.77784905273722,74.5120812359818,75.72769600259622,30910000
2020-07-29,75.65370178222656,76.14133579722454,74.63572144968626,74.7345424271181,22676000
2020-07-30,76.39163970947266,76.51677611084395,74.24643126801739,74.3854717139855,36042000
2020-07-31,73.88788604736328,74.73554004885563,72.20201157644132,74.33977117600368,91468000
2020-08-03,73.63016510009766,74.37353500496488,73.08194428652723,74.03934550111532,45482000
2020-08-04,73.16041564941406,74.14413238739472,72.70008952876273,73.82632460364309,37212000
2020-08-05,73.44792175292969,73.98968686206358,73.05711589231713,73.33520430169227,29134000
2020-08-06,74.73206329345703,74.79761308231619,73.09088631186657,73.30193223362062,33306000
2020-08-07,74.40531921386719,75.48387877720482,73.80446006410948,74.93516546369514,27718000
2020-08-10,74.3283462524414,74.84130303996274,73.36845981921181,74.029405602229,20546000
2020-08-11,73.5199203491211,75.00468242533746,73.40322491329817,74.18830688826631,31098000
2020-08-12,74.84577941894531,75.06576635475058,73.74139696217233,73.84667366406597,22512000
2020-08-13,75.31304931640625,76.32209621249444,74.89394289666885,74.89394289666885,22388000
2020-08-14,74.71617126464844,75.46898226110748,74.43659775064937,75.16209317896015,21942000
2020-08-17,75.2927017211914,75.66712584393001,74.73455480772037,75.27929776949405,19990000
2020-08-18,77.25615692138672,77.33511065944776,75.56234161741558,75.78331358124228,28378000
2020-08-19,76.70148468017578,77.90568079562073,76.47256428980408,77.09278306490951,30472000
2020-08-20,78.27264404296875,78.46730061837314,76.19745643732924,76.4710667502079,26382000
2020-08-21,78.23888397216797,79.04879629821302,77.58042340984966,78.05166813375689,34838000
2020-08-24,78.714599609375,79.88800981322825,78.21256140841734,79.07808990589221,25638000
2020-08-25,79.74250793457031,79.89296708362019,78.35358139397559,78.46382111596415,25150000
2020-08-26,81.64338684082031,82.07342705625949,79.50067197158586,79.76484873330355,52188000
2020-08-27,80.86824035644531,81.835067467171,80.38606187388179,81.76653986964281,31350000
2020-08-28,81.41000366210938,81.50534674275372,80.72374261037626,80.91542137625561,22418000
2020-08-31,80.91839599609375,81.66176587955309,80.70983538327083,81.61558324793981,26422000
2020-09-01,82.18714904785156,82.39273186560406,80.9184033108712,81.04900280397094,22652000
2020-09-02,85.28131103515625,85.71382904203695,82.4409008328624,82.82922141263586,49522000
2020-09-03,80.91739654541016,84.41775179445344,79.8348590822896,84.3939141329665,63726000
2020-09-04,78.5189437866211,81.1895197719061,76.37175074598551,79.89892171480436,55850000
2020-09-08,75.65817260742188,77.24472590354466,75.30560099876475,75.72769280921055,54032000
2020-09-09,76.83158111572266,77.40213927240504,75.73613218629315,76.91450526534724,39242000
2020-09-10,75.77983856201172,78.14403332463914,75.47941275782985,76.97807902829125,33024000
2020-09-11,75.26887512207031,76.40801406365915,74.13966222770462,75.88413093006473,30706000
2020-09-14,74.92473602294922,77.31673886317127,74.74001306241624,76.05791920997855,42660000
2020-09-15,76.23023223876953,77.01829969804521,75.58369807634028,75.87121244803245,23042000
2020-09-16,75.08662414550781,77.18614209314343,75.06179387507046,76.59571660244501,22128000
2020-09-17,73.84269714355469,74.41971865207923,72.62211931019694,73.78161786394368,40008000
2020-09-18,72.05750274658203,74.24790053611717,71.09067564976073,73.9052625534038,63056000
2020-09-21,71.01719665527344,71.50979377027438,69.6536003098888,71.0906872863727,56908000
2020-09-22,72.49102020263672,72.69710310272775,70.98540572132968,72.01927539504912,33950000
2020-09-23,69.98678588867188,72.15632383261017,69.6535890139561,72.10716338954937,37726000
2020-09-24,70.65567016601562,71.40698840431332,69.6272637368237,69.65358669821632,34552000
2020-09-25,71.46014404296875,71.80178191544255,69.9018910321902,70.76444179627218,30326000
2020-09-28,72.43341827392578,73.14500968683816,71.81866263728527,73.09535672581238,30784000
2020-09-29,72.79888916015625,73.0958370034128,72.2020005060982,72.69411256468415,31816000
2020-09-30,72.77804565429688,73.80098915091598,72.28941896718779,72.54663995974896,40924000
2020-10-01,73.8853988647461,74.24144839111797,73.33420025236212,73.67485304245847,32884000
2020-10-02,72.2814712524414,73.44494787809407,71.8717983052176,72.4815909596404,31222000
2020-10-05,73.63363647460938,73.72649424598391,72.50442384220007,72.63154541138412,21602000
2020-10-06,72.05403900146484,73.71756095605366,71.7555984119484,73.26965381491353,26096000
2020-10-07,72.45726013183594,72.94539430554703,71.1706323457871,72.46570105992748,36108000
2020-10-08,73.6634292602539,73.89184952600075,72.77058531432361,72.77058531432361,26076000
2020-10-09,75.00518035888672,75.07470056543451,73.84071121636063,74.13170347927738,32966000
2020-10-12,77.69364166259766,78.87697791738763,75.94122471846515,76.3732501983166,55344000
2020-10-13,77.81678009033203,78.71508712820557,77.39767369347942,78.31037728461482,39072000
2020-10-14,77.63653564453125,78.65004562010033,76.76554399767635,78.19071970768324,33174000
2020-10-15,77.24075317382812,78.03179833233763,76.52866932334675,76.69601031632256,31210000
2020-10-16,77.84807586669922,78.34514345056063,77.34951558739077,77.55658351214443,34194000
2020-10-19,75.97350311279297,78.654020527849,75.62441694848839,78.25675894228921,29734000
2020-10-20,77.02276611328125,78.1529714473702,75.50424022967013,75.63384710979612,41670000
2020-10-21,78.75630950927734,80.20383009011108,77.82026822454186,77.95483812956394,60322000
2020-10-22,79.7827377319336,80.11841996427584,78.3337319078232,78.7071558493275,30512000
2020-10-23,81.08971405029297,81.14632281760413,80.04342551674175,80.19935535511631,30548000
2020-10-26,78.67189025878906,80.92087457366932,77.85204435340098,80.19687183701743,35826000
2020-10-27,79.39640045166016,79.5513301261755,78.30939985271544,78.90231064798252,25902000
2020-10-28,75.0225601196289,77.15832688244774,74.90735737417214,76.96963351424793,45174000
2020-10-29,77.310791015625,78.89287411467878,75.30810114143328,75.3314387178596,55406000
2020-10-30,80.25199127197266,83.49016299701641,79.52997371419903,82.80091654542893,99878000
2020-11-02,80.65968322753906,82.34406497588512,80.1591301740816,80.6209489181996,44228000
2020-11-03,81.71936798095703,82.38179892514135,80.05336078632573,80.97947599539556,31432000
2020-11-04,86.6945571899414,87.89527527985078,84.56673131281617,84.69484549165698,71342000
2020-11-05,87.5213623046875,88.97732390790966,86.45521397761841,87.91613860412481,39758000
2020-11-06,87.38380432128906,87.8193000919502,86.23919489785555,86.96717561402848,28622000
2020-11-09,87.46772766113281,90.22222819928155,87.27555637680663,89.183895577736,53440000
2020-11-10,86.29084777832031,87.36642960090843,85.2182437695995,85.89607149256915,43022000
2020-11-11,86.76309204101562,87.54121828786089,86.55601653319594,86.82118593096598,31838000
2020-11-12,86.54409790039062,87.64450998714952,86.30325868083496,86.5033783796767,26474000
2020-11-13,88.00601196289062,88.24784377851638,86.20444222324774,86.80132339394905,29744000
2020-11-16,88.09390258789062,89.10244941322239,87.46325015957001,87.60279065673996,25468000
2020-11-17,87.4796371459961,88.24833735543017,87.37188272826951,87.78751124071985,21314000
2020-11-18,86.43585205078125,87.64551138386834,86.33306063406765,87.23037529814633,20108000
2020-11-19,87.32620239257812,87.57051951755538,85.90848264103154,86.06788281961194,20106000
2020-11-20,86.22429656982422,87.81234256924863,86.15576897220802,87.49652005750151,27694000
2020-11-23,85.78632354736328,86.70151257860655,84.92328035546011,86.4149908162109,22530000
2020-11-24,87.59087371826172,87.71898790033936,85.44715853732825,85.78334081970468,27984000
2020-11-25,87.60230255126953,87.91266199664649,86.81920565967509,87.78504789071293,19600000
2020-11-27,88.73895263671875,89.23503517364202,87.62265137734866,87.62265137734866,14790000
2020-11-30,87.11913299560547,88.40724583978081,86.7933768344479,88.17435503755391,32418000
2020-12-01,89.1530990600586,90.46207172577871,87.5476710184764,87.72793104126895,37350000
2020-12-02,90.62345123291016,91.00929403600527,88.64708471431886,89.15309328101881,29424000
2020-12-03,90.46803283691406,91.55999635366734,90.2276861454191,90.40347565496144,24728000
2020-12-04,90.56339263916016,90.84842174267934,90.05836898552865,90.38760309715401,20544000
2020-12-07,90.22917938232422,90.83797937404678,89.53446984443129,90.15568118177275,22288000
2020-12-08,89.94613647460938,90.17654956657847,88.95050853973332,89.80660353736675,19936000
2020-12-09,88.28409576416016,90.79230154815504,87.49652840724409,89.89796478940806,31728000
2020-12-10,87.77708435058594,88.14156720772428,86.08276908538737,87.526311537251,28688000
2020-12-11,88.13214111328125,88.25678497137464,87.03669966329481,87.39721213285257,18628000
2020-12-14,87.01286315917969,88.87700490171588,86.85743340263497,87.92954487062023,33050000
2020-12-15,87.45085144042969,87.59584749491349,86.48700198857918,87.3902646693358,21352000
2020-12-16,87.25767517089844,87.84959334388638,86.8539654427043,87.84959334388638,24676000
2020-12-17,86.42938995361328,87.73042186459409,85.96460093493897,87.59237404777944,34880000
2020-12-18,85.71977996826172,86.81919943152793,85.16262570212646,86.71045239928884,85256000
2020-12-21,86.13392639160156,86.25509235125325,84.11981793066384,84.87113629069282,33974000
2020-12-22,85.42183685302734,86.03709256654695,84.70478234258736,85.87421449147438,20370000
2020-12-23,85.81959533691406,86.60815530253585,85.47050159575537,85.60607168641371,22974000
2020-12-24,86.11406707763672,86.52374001663743,85.62692551399726,85.85783111525326,9312000
2020-12-28,88.0904312133789,88.73796554394026,86.49444423582476,86.64788120786828,27650000
2020-12-29,87.28598022460938,88.81096184437173,87.15438813378992,88.749390051316,19726000
2020-12-30,86.21783447265625,87.78254278436508,85.80816161261886,87.64548759927331,21026000
2020-12-31,87.03174591064453,87.27307766159485,86.20990711305191,86.26850867543338,21070000
2021-01-04,85.7153091430664,87.52084916759205,84.772312128226,87.39720550059997,37324000
2021-01-05,86.40655517578125,86.74323001175622,85.25698257400377,85.66367771378998,20360000
2021-01-06,85.55392456054688,86.60120576827877,84.22409958830787,84.43067500335674,46588000
2021-01-07,88.10930633544922,88.28211046401697,85.74659668999963,85.74659668999963,41936000
2021-01-08,89.2757568359375,89.3517327598918,87.4577901976101,88.24933551484223,35484000
2021-01-11,87.21298217773438,88.60786440316203,87.00690685691502,88.24238133150995,34796000
2021-01-12,86.27643585205078,87.78949855387994,85.23114750770641,86.67021949760816,29528000
2021-01-13,86.76407623291016,87.21794654341232,85.77439648773604,85.77439648773604,23432000
2021-01-14,85.95317077636719,87.77213007031222,85.71233156118241,86.8445221294171,29212000
2021-01-15,85.789306640625,86.7824568694247,84.99926151347154,85.85882685355558,31444000
2021-01-19,88.61233520507812,89.5741993642567,86.04802079890773,86.5530367998629,41660000
2021-01-20,93.35958862304688,94.33535679156603,90.3523301990079,90.69297541443379,64152000
2021-01-21,93.56218719482422,95.94227110893598,93.32681109981424,94.03393956655104,58634000
2021-01-22,93.97980499267578,94.56725260357804,93.18230407695297,93.9251814346911,32744000
2021-01-25,94.06521606445312,95.43279024667792,92.32124775133792,94.98189773441027,50586000
2021-01-26,94.7440414428711,95.13136939895124,93.16394372149756,93.65356299193041,31462000
2021-01-27,90.32402801513672,93.37945448291312,89.24844618847803,93.10335885414129,82512000
2021-01-28,92.02529907226562,93.75287816841522,90.92290176921253,90.92290176921253,55278000
2021-01-29,90.74214935302734,91.74424063423733,89.46099218330933,91.07286857202571,44530000
2021-02-01,94.00514221191406,95.12094344819168,91.59774264388165,91.59774264388165,40252000
2021-02-02,95.29871368408203,96.80085020179051,94.66557593964733,95.00126570965045,66332000
2021-02-03,102.23885345458984,104.60950398983356,99.9878761837272,102.57305055467793,97882000
2021-02-04,101.9781494140625,102.7562756387138,101.05798980789827,102.32525035691263,48596000
2021-02-05,103.72608947753906,104.0791536293732,101.79789063853698,102.27261325937808,29866000
2021-02-08,103.51206970214844,105.02563265356915,102.46082562034202,104.28077001063603,28828000
2021-02-09,103.0586929321289,104.2067727221709,102.79103824523523,103.02939215435124,21892000
2021-02-10,103.6093978881836,104.22515373346634,101.90912676405608,103.44354198838178,25102000
2021-02-11,103.72211456298828,103.98281343588366,102.73442756709264,103.83384698116288,20480000
2021-02-12,104.03397369384766,104.25593827265304,102.96831791697292,103.27619962416891,18990000
2021-02-16,104.81210327148438,106.52230792742778,103.8710913957422,103.8710913957422,31004000
2021-02-17,105.20537567138672,105.39506920640073,103.70224667616102,103.9818125905959,20294000
2021-02-18,104.56926727294922,105.37273140047849,103.94954106605648,104.52904784605579,22546000
2021-02-19,103.72509765625,105.203404154816,103.45794305157632,104.66760224999184,37938000
2021-02-22,102.00942993164062,103.30400607637003,101.69857799261982,101.97665882533313,29466000
2021-02-23,102.3004150390625,102.91517821894672,98.82985283276733,100.00971865711338,34658000
2021-02-24,103.476806640625,103.70076399456218,100.68208679095231,100.80672307051088,22608000
2021-02-25,100.1070556640625,103.4365925447622,99.63729605423056,102.09236341525845,41548000
2021-02-26,100.40299987792969,102.12164534366852,99.36515987509816,100.80224662969428,40042000
2021-03-01,102.77415466308594,103.10040332291774,101.02422313651661,101.69857291071618,26060000
2021-03-02,102.51692962646484,104.01956628120942,102.1291091622479,102.53480408624813,25564000
2021-03-03,99.88160705566406,103.0884850858545,99.01706363524661,101.89472276716697,33892000
2021-03-04,100.9999008178711,103.0189723022075,99.58465876832166,100.05342577855534,49216000
2021-03-05,104.13526153564453,104.58863175555176,100.69449268365985,102.35156636872838,53100000
2021-03-08,99.68743896484375,104.96304865733514,99.57272873677378,103.489220368684,36868000
2021-03-09,101.3191909790039,102.48912326397398,101.08282227095005,101.78548025372508,33920000
2021-03-10,101.11212158203125,102.36398540325158,100.2748937042112,102.36398540325158,27100000
2021-03-11,104.30757904052734,104.84040311495322,102.11818127805286,102.20607603435747,27702000
2021-03-12,101.79788970947266,103.1689342706061,100.92491291554464,103.10934768667865,33818000
2021-03-15,102.01837921142578,102.04568720603763,100.69500984878918,101.54861957159491,26168000
2021-03-16,103.48078918457031,104.96008072594401,102.25921114107965,102.59191553889649,31900000
2021-03-17,103.3978500366211,104.23109987836469,101.5059003100196,102.71505934343303,26382000
2021-03-18,100.37470245361328,102.72896343122781,100.26744054557446,101.7075051591949,31700000
2021-03-19,100.65377807617188,101.15432355512716,99.46050826596426,100.79133336870827,46072000
2021-03-22,100.83900451660156,101.71545922515175,100.01021756030983,100.68705266414705,33536000
2021-03-23,101.36736297607422,102.49856099627006,100.70543206365292,101.29883536962339,28510000
2021-03-24,100.93037414550781,102.67185719163797,100.75507714736035,101.88528247451289,25218000
2021-03-25,100.9269027709961,101.58138535114085,99.12085484807301,100.75756896645461,35616000
2021-03-26,100.54305267333984,101.27102588193519,99.50619757196918,100.89363153792782,27978000
2021-03-29,101.58882904052734,101.75866292820697,99.5856468975078,100.4154264492917,26492000
2021-03-30,101.62259674072266,102.42704590422225,101.11013243627151,101.94586758609552,27312000
2021-03-31,102.41960144042969,103.59847472541622,101.64891595703786,102.01638423893236,42570000
2021-04-01,105.75956726074219,106.05602264817969,103.85520604605419,103.89592556687435,39880000
2021-04-05,110.18802642822266,110.68609422366168,106.52578506644159,106.62212075705683,48510000
2021-04-06,109.70632934570312,110.6369149862401,109.33539077930254,109.78876098014031,35240000
2021-04-07,111.18465423583984,111.45627935995104,109.89703385350786,109.89703385350786,24134000
2021-04-08,111.7507553100586,112.81144056335684,111.38229438569249,112.42460508643691,28664000
2021-04-09,112.75581359863281,112.91968428318657,111.09675457023529,111.50295716552093,26146000
2021-04-12,111.46224212646484,112.07153467818617,110.62799202402903,111.93398695282929,25024000
2021-04-13,111.94937133789062,112.39827866126174,111.38426865957148,111.7785524215588,25682000
2021-04-14,111.32765197753906,112.5949124498781,111.03517461319218,112.5949124498781,21002000
